3.6,0.0,0
8.2,8.16,1
9.2,6.55,1
4.6,3.27,0
0.6,0.0,0
9.2,3.27,0
8.4,3.27,0
9.6,3.27,0
9.6,6.55,1
9.6,6.55,1
9.6,8.19,1
8.4,8.19,1
9.2,4.91,0
4.8,0.0,0
9.4,6.55,1
6.8,4.91,0
8.2,4.91,0
5.4,0.0,0
8.4,6.55,1
9.2,3.27,0
9.2,6.55,1
